Revenue/Expenditure,Budget Type,District,Government,Value,Workplan,Year,Vote,Revenue Source
Revenue,Recurrent Revenues,Masaka Municipal Council,District Government,"35,616",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 759,Locally Raised Revenues
Revenue,Development Revenues,Masaka Municipal Council,District Government,"9,000",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 759,Locally Raised Revenues
Revenue,Development Revenues,Masaka Municipal Council,District Government,0,Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 759,Locally Raised Revenues
Revenue,Development Revenues,Masaka Municipal Council,District Government,"38,312",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 759,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Masaka Municipal Council,District Government,"29,413",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 759,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Masaka Municipal Council,District Government,,Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 759,Other Transfers from Central Government
Revenue,Development Revenues,Masaka Municipal Council,District Government,"100,000",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 759,Other Transfers from Central Government
Expenditure,Recurrent Expenditure,Masaka Municipal Council,District Government,"26,044",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 759,Wage
Expenditure,Recurrent Expenditure,Masaka Municipal Council,District Government,"27,931",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 759,Wage
Expenditure,Recurrent Expenditure,Masaka Municipal Council,District Government,"85,706",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 759,Non Wage
Expenditure,Recurrent Expenditure,Masaka Municipal Council,District Government,"135,906",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 759,Non Wage
Expenditure,Development Expenditure,Masaka Municipal Council,District Government,"47,312",Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 759,Domestic Development
Expenditure,Development Expenditure,Masaka Municipal Council,District Government,"129,413",Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 759,Domestic Development
Expenditure,Development Expenditure,Masaka Municipal Council,District Government,0,Workplan 9: Community Based Services,2013/14 Approved Budget,Vote: 759,Donor Development
Expenditure,Development Expenditure,Masaka Municipal Council,District Government,0,Workplan 9: Community Based Services,2014/15 Proposed Budget,Vote: 759,Donor Development
Revenue,Recurrent Revenues,Masaka Municipal Council,District Government,"10,679",Workplan 10: Planning,2013/14 Approved Budget,Vote: 759,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Masaka Municipal Council,District Government,"11,260",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 759,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Masaka Municipal Council,District Government,"35,231",Workplan 10: Planning,2013/14 Approved Budget,Vote: 759,Locally Raised Revenues
Revenue,Recurrent Revenues,Masaka Municipal Council,District Government,"37,231",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 759,Locally Raised Revenues
Revenue,Recurrent Revenues,Masaka Municipal Council,District Government,"13,473",Workplan 10: Planning,2013/14 Approved Budget,Vote: 759,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Masaka Municipal Council,District Government,"9,853",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 759,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Masaka Municipal Council,District Government,"6,437",Workplan 10: Planning,2013/14 Approved Budget,Vote: 759,Urban Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Masaka Municipal Council,District Government,"6,437",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 759,Urban Unconditional Grant - Non Wage
Revenue,Development Revenues,Masaka Municipal Council,District Government,"10,000",Workplan 10: Planning,2013/14 Approved Budget,Vote: 759,Locally Raised Revenues
Revenue,Development Revenues,Masaka Municipal Council,District Government,"10,000",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 759,Locally Raised Revenues
Revenue,Development Revenues,Masaka Municipal Council,District Government,"8,292",Workplan 10: Planning,2013/14 Approved Budget,Vote: 759,LGMSD (Former LGDP)
Revenue,Development Revenues,Masaka Municipal Council,District Government,"13,854",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 759,LGMSD (Former LGDP)
Expenditure,Recurrent Expenditure,Masaka Municipal Council,District Government,"10,679",Workplan 10: Planning,2013/14 Approved Budget,Vote: 759,Wage
Expenditure,Recurrent Expenditure,Masaka Municipal Council,District Government,"11,260",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 759,Wage
Expenditure,Recurrent Expenditure,Masaka Municipal Council,District Government,"55,141",Workplan 10: Planning,2013/14 Approved Budget,Vote: 759,Non Wage
Expenditure,Recurrent Expenditure,Masaka Municipal Council,District Government,"53,521",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 759,Non Wage
Expenditure,Development Expenditure,Masaka Municipal Council,District Government,"18,292",Workplan 10: Planning,2013/14 Approved Budget,Vote: 759,Domestic Development
Expenditure,Development Expenditure,Masaka Municipal Council,District Government,"23,854",Workplan 10: Planning,2014/15 Proposed Budget,Vote: 759,Domestic Development
Expenditure,Development Expenditure,Masaka Municipal Council,District Government,0,Workplan 10: Planning,2013/14 Approved Budget,Vote: 759,Donor Development
Expenditure,Development Expenditure,Masaka Municipal Council,District Government,0,Workplan 10: Planning,2014/15 Proposed Budget,Vote: 759,Donor Development
Revenue,Recurrent Revenues,Masaka Municipal Council,District Government,"31,230",Workplan 11: Internal Audit,2013/14 Approved Budget,Vote: 759,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Masaka Municipal Council,District Government,"33,817",Workplan 11: Internal Audit,2014/15 Proposed Budget,Vote: 759,Transfer of Urban Unconditional Grant - Wage
Revenue,Recurrent Revenues,Masaka Municipal Council,District Government,"71,231",Workplan 11: Internal Audit,2013/14 Approved Budget,Vote: 759,Locally Raised Revenues
Revenue,Recurrent Revenues,Masaka Municipal Council,District Government,"73,231",Workplan 11: Internal Audit,2014/15 Proposed Budget,Vote: 759,Locally Raised Revenues
Revenue,Recurrent Revenues,Masaka Municipal Council,District Government,"6,437",Workplan 11: Internal Audit,2013/14 Approved Budget,Vote: 759,Urban Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Masaka Municipal Council,District Government,"6,437",Workplan 11: Internal Audit,2014/15 Proposed Budget,Vote: 759,Urban Unconditional Grant - Non Wage
Expenditure,Recurrent Expenditure,Masaka Municipal Council,District Government,"31,230",Workplan 11: Internal Audit,2013/14 Approved Budget,Vote: 759,Wage
Expenditure,Recurrent Expenditure,Masaka Municipal Council,District Government,"33,817",Workplan 11: Internal Audit,2014/15 Proposed Budget,Vote: 759,Wage
Expenditure,Recurrent Expenditure,Masaka Municipal Council,District Government,"77,668",Workplan 11: Internal Audit,2013/14 Approved Budget,Vote: 759,Non Wage
Expenditure,Recurrent Expenditure,Masaka Municipal Council,District Government,"79,668",Workplan 11: Internal Audit,2014/15 Proposed Budget,Vote: 759,Non Wage
Expenditure,Development Expenditure,Masaka Municipal Council,District Government,0,Workplan 11: Internal Audit,2013/14 Approved Budget,Vote: 759,Domestic Development
Expenditure,Development Expenditure,Masaka Municipal Council,District Government,0,Workplan 11: Internal Audit,2014/15 Proposed Budget,Vote: 759,Domestic Development
Expenditure,Development Expenditure,Masaka Municipal Council,District Government,0,Workplan 11: Internal Audit,2013/14 Approved Budget,Vote: 759,Donor Development
Expenditure,Development Expenditure,Masaka Municipal Council,District Government,0,Workplan 11: Internal Audit,2014/15 Proposed Budget,Vote: 759,Donor Development
Revenue,Recurrent Revenues,Mbale District,District Government,"548,813",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 536,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Mbale District,District Government,"427,075",Workplan 1a: Administration,2014/15 Proposed Budget,Vote: 536,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Mbale District,District Government,,Workplan 1a: Administration,2013/14 Approved Budget,Vote: 536,Conditional Grant to IPPS Recurrent Costs
Revenue,Recurrent Revenues,Mbale District,District Government,"25,000",Workplan 1a: Administration,2014/15 Proposed Budget,Vote: 536,Conditional Grant to IPPS Recurrent Costs
Revenue,Recurrent Revenues,Mbale District,District Government,"22,381",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 536,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Mbale District,District Government,"22,381",Workplan 1a: Administration,2014/15 Proposed Budget,Vote: 536,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Mbale District,District Government,"193,121",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 536,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Mbale District,District Government,"123,838",Workplan 1a: Administration,2014/15 Proposed Budget,Vote: 536,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Mbale District,District Government,"95,275",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 536,Locally Raised Revenues
Revenue,Recurrent Revenues,Mbale District,District Government,"105,378",Workplan 1a: Administration,2014/15 Proposed Budget,Vote: 536,Locally Raised Revenues
Revenue,Recurrent Revenues,Mbale District,District Government,"261,092",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 536,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mbale District,District Government,"187,875",Workplan 1a: Administration,2014/15 Proposed Budget,Vote: 536,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Mbale District,District Government,"47,143",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 536,Conditional Grant to IFMS Running Costs
Revenue,Recurrent Revenues,Mbale District,District Government,"47,143",Workplan 1a: Administration,2014/15 Proposed Budget,Vote: 536,Conditional Grant to IFMS Running Costs
Revenue,Development Revenues,Mbale District,District Government,"1,904",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 536,Unspent balances - Conditional Grants
Revenue,Development Revenues,Mbale District,District Government,,Workplan 1a: Administration,2014/15 Proposed Budget,Vote: 536,Unspent balances - Conditional Grants
Revenue,Development Revenues,Mbale District,District Government,"72,839",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 536,Donor Funding
Revenue,Development Revenues,Mbale District,District Government,"72,839",Workplan 1a: Administration,2014/15 Proposed Budget,Vote: 536,Donor Funding
Revenue,Development Revenues,Mbale District,District Government,"46,454",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 536,LGMSD (Former LGDP)
Revenue,Development Revenues,Mbale District,District Government,"43,954",Workplan 1a: Administration,2014/15 Proposed Budget,Vote: 536,LGMSD (Former LGDP)
Revenue,Development Revenues,Mbale District,District Government,"18,713",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 536,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Mbale District,District Government,"19,604",Workplan 1a: Administration,2014/15 Proposed Budget,Vote: 536,Multi-Sectoral Transfers to LLGs
Expenditure,Recurrent Expenditure,Mbale District,District Government,"674,006",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 536,Wage
Expenditure,Recurrent Expenditure,Mbale District,District Government,"552,269",Workplan 1a: Administration,2014/15 Proposed Budget,Vote: 536,Wage
Expenditure,Recurrent Expenditure,Mbale District,District Government,"493,819",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 536,Non Wage
Expenditure,Recurrent Expenditure,Mbale District,District Government,"386,420",Workplan 1a: Administration,2014/15 Proposed Budget,Vote: 536,Non Wage
Expenditure,Development Expenditure,Mbale District,District Government,"67,071",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 536,Domestic Development
Expenditure,Development Expenditure,Mbale District,District Government,"63,558",Workplan 1a: Administration,2014/15 Proposed Budget,Vote: 536,Domestic Development
Expenditure,Development Expenditure,Mbale District,District Government,"72,839",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 536,Donor Development
Expenditure,Development Expenditure,Mbale District,District Government,"72,839",Workplan 1a: Administration,2014/15 Proposed Budget,Vote: 536,Donor Development
Revenue,Recurrent Revenues,Mbale District,District Government,"356,213",Workplan 2: Finance,2013/14 Approved Budget,Vote: 536,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Mbale District,District Government,"212,874",Workplan 2: Finance,2014/15 Proposed Budget,Vote: 536,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Mbale District,District Government,"37,625",Workplan 2: Finance,2013/14 Approved Budget,Vote: 536,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Mbale District,District Government,"37,625",Workplan 2: Finance,2014/15 Proposed Budget,Vote: 536,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Mbale District,District Government,"129,505",Workplan 2: Finance,2013/14 Approved Budget,Vote: 536,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Mbale District,District Government,"95,118",Workplan 2: Finance,2014/15 Proposed Budget,Vote: 536,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Mbale District,District Government,"90,924",Workplan 2: Finance,2013/14 Approved Budget,Vote: 536,Locally Raised Revenues
Revenue,Recurrent Revenues,Mbale District,District Government,"130,182",Workplan 2: Finance,2014/15 Proposed Budget,Vote: 536,Locally Raised Revenues
Revenue,Recurrent Revenues,Mbale District,District Government,"72,093",Workplan 2: Finance,2013/14 Approved Budget,Vote: 536,Multi-Sectoral Transfers to LLGs
